customer_id,region,city,age,gender,segment,signup_date,preferred_channel,preferred_category
GM01216,Europe,Paris,53,M,Budget,2020-05-04,In-Store,Sports
GM01217,Central Asia,Almaty,42,M,Premium,2023-09-17,Online,Sports
GM01218,North America,New York,33,M,Standard,2021-04-24,Mobile App,Home & Garden
GM01219,North America,Los Angeles,36,M,Budget,2022-09-28,Mobile App,Electronics
GM01220,Europe,Amsterdam,18,F,Premium,2021-12-12,Mobile App,Food & Grocery
GM01221,Southeast Asia,Singapore,22,M,Standard,2021-12-15,In-Store,Beauty
GM01222,Europe,Paris,68,M,Budget,2023-11-22,In-Store,Fashion
GM01223,MENA,Istanbul,39,M,Budget,2022-03-25,Call Center,Food & Grocery
GM01224,Southeast Asia,Jakarta,41,M,Budget,2022-11-19,Online,Fashion
GM01225,MENA,Dubai,60,M,Standard,2020-02-25,Mobile App,Home & Garden
GM01226,North America,Toronto,62,F,Standard,2020-05-11,In-Store,Home & Garden
GM01227,MENA,Istanbul,69,F,Premium,2020-08-18,Call Center,Home & Garden
GM01228,Europe,Warsaw,54,M,Standard,2021-01-29,Mobile App,Food & Grocery
GM01229,Southeast Asia,Singapore,70,M,Premium,2023-03-21,Call Center,Food & Grocery
GM01230,MENA,Dubai,53,M,Standard,2022-09-08,In-Store,Home & Garden
GM01231,Southeast Asia,Bangkok,53,M,Budget,2022-08-20,Online,Food & Grocery
GM01232,Europe,Paris,21,F,Standard,2022-07-21,In-Store,Home & Garden
GM01233,Europe,Berlin,53,F,Standard,2023-11-10,Mobile App,Food & Grocery
GM01234,Central Asia,Almaty,69,F,Standard,2022-06-26,Mobile App,Home & Garden
GM01235,North America,Los Angeles,70,F,Standard,2021-06-16,Online,Beauty
GM01236,Europe,Paris,35,M,Budget,2022-08-22,In-Store,Beauty
GM01237,Southeast Asia,Jakarta,67,F,Standard,2021-03-23,Online,Fashion
GM01238,MENA,Dubai,33,F,Standard,2020-05-05,Mobile App,Fashion
GM01239,Southeast Asia,Singapore,58,F,Standard,2021-07-08,Online,Home & Garden
GM01240,Europe,Amsterdam,35,M,Premium,2021-11-24,In-Store,Fashion
GM01241,Southeast Asia,Manila,39,F,Standard,2021-05-03,Online,Food & Grocery
GM01242,North America,Toronto,19,F,Budget,2021-09-03,Online,Home & Garden
GM01243,North America,Toronto,38,F,Premium,2022-06-09,Mobile App,Beauty
GM01244,North America,Chicago,53,M,Premium,2021-03-21,Online,Sports
GM01245,North America,Toronto,61,F,Premium,2024-02-02,Online,Beauty
GM01246,North America,Los Angeles,56,F,Budget,2023-10-04,Online,Electronics
GM01247,Europe,London,64,F,Standard,2021-05-22,In-Store,Beauty
GM01248,Central Asia,Bishkek,56,F,Standard,2021-04-01,In-Store,Electronics
GM01249,Southeast Asia,Singapore,46,F,Standard,2022-09-12,Online,Fashion
GM01250,North America,Chicago,71,M,Budget,2021-01-19,In-Store,Beauty
GM01251,North America,New York,43,F,Budget,2021-12-12,Online,Sports
GM01252,MENA,Istanbul,38,M,Budget,2022-07-17,Mobile App,Food & Grocery
GM01253,Central Asia,Astana,34,F,Budget,2024-01-11,Mobile App,Beauty
GM01254,Europe,Paris,33,M,Standard,2023-02-12,Call Center,Food & Grocery
GM01255,North America,Chicago,48,F,Standard,2021-03-27,Mobile App,Beauty
GM01256,MENA,Istanbul,68,F,Budget,2021-10-15,Online,Beauty
GM01257,Europe,Amsterdam,26,F,Budget,2023-02-16,Online,Food & Grocery
GM01258,MENA,Cairo,48,F,Premium,2023-01-21,Mobile App,Food & Grocery
GM01259,Central Asia,Astana,31,F,Premium,2021-06-04,Online,Home & Garden
GM01260,North America,Chicago,66,F,Budget,2021-06-21,Online,Beauty
GM01261,Europe,London,54,M,Standard,2023-12-27,Online,Beauty
GM01262,North America,Los Angeles,19,M,Budget,2020-05-24,In-Store,Sports
GM01263,Europe,Berlin,69,M,Standard,2022-12-27,In-Store,Food & Grocery
GM01264,MENA,Istanbul,65,M,Premium,2021-11-30,Online,Food & Grocery
GM01265,Central Asia,Tashkent,63,F,Premium,2020-05-10,Online,Electronics
GM01266,Central Asia,Astana,31,F,Premium,2022-01-02,Mobile App,Electronics
GM01267,MENA,Istanbul,50,F,Standard,2023-07-28,Online,Food & Grocery
GM01268,MENA,Dubai,52,M,Standard,2021-05-27,Call Center,Sports
GM01269,North America,Toronto,56,M,Standard,2021-10-01,Online,Fashion
GM01270,Europe,Amsterdam,64,F,Budget,2020-01-01,In-Store,Beauty
GM01271,North America,Chicago,68,F,Standard,2021-03-07,In-Store,Fashion
GM01272,Southeast Asia,Singapore,37,M,Standard,2021-01-25,Online,Sports
GM01273,North America,Chicago,19,F,Standard,2023-07-13,In-Store,Fashion
GM01274,Central Asia,Tashkent,68,F,Standard,2021-02-02,In-Store,Electronics
GM01275,MENA,Cairo,58,M,Standard,2022-03-18,Mobile App,Home & Garden
GM01276,Central Asia,Almaty,36,F,Premium,2023-07-03,Mobile App,Fashion
GM01277,Europe,Paris,54,M,Premium,2021-01-29,Online,Home & Garden
GM01278,Southeast Asia,Bangkok,35,F,Premium,2022-08-09,Online,Fashion
GM01279,Europe,London,33,M,Premium,2020-06-22,Online,Sports
GM01280,MENA,Dubai,21,M,Standard,2022-12-04,Online,Home & Garden
GM01281,North America,Toronto,29,F,Standard,2022-05-04,In-Store,Fashion
GM01282,North America,Los Angeles,46,M,Budget,2023-03-10,Call Center,Sports
GM01283,North America,Los Angeles,24,F,Budget,2021-06-22,In-Store,Food & Grocery
GM01284,Central Asia,Almaty,31,M,Budget,2022-01-14,Mobile App,Electronics
GM01285,Europe,Berlin,29,M,Budget,2021-12-21,In-Store,Beauty
GM01286,MENA,Dubai,52,M,Standard,2020-02-19,Mobile App,Sports
GM01287,Central Asia,Almaty,22,F,Standard,2022-12-20,Online,Sports
GM01288,Europe,Paris,34,F,Premium,2020-08-30,Mobile App,Electronics
GM01289,Central Asia,Almaty,59,M,Budget,2023-07-16,Mobile App,Home & Garden
GM01290,Central Asia,Almaty,49,F,Budget,2023-03-09,Online,Fashion
GM01291,MENA,Riyadh,27,F,Budget,2023-03-26,Online,Home & Garden
GM01292,Europe,London,60,F,Standard,2021-08-19,Call Center,Sports
GM01293,North America,Toronto,34,F,Budget,2020-10-02,Mobile App,Food & Grocery
GM01294,North America,Chicago,22,F,Premium,2022-11-20,Online,Fashion
GM01295,North America,Chicago,62,F,Premium,2020-01-08,In-Store,Beauty
GM01296,Europe,Warsaw,59,M,Budget,2021-12-15,In-Store,Beauty
GM01297,Europe,Warsaw,26,M,Standard,2020-02-02,In-Store,Fashion
GM01298,Central Asia,Bishkek,66,M,Budget,2022-03-20,Online,Sports
GM01299,North America,Los Angeles,50,M,Premium,2024-01-15,Online,Food & Grocery
GM01300,North America,Los Angeles,53,F,Budget,2024-01-12,In-Store,Electronics
GM01301,Central Asia,Almaty,53,M,Standard,2022-07-16,Mobile App,Food & Grocery
GM01302,Southeast Asia,Manila,35,M,Budget,2022-05-11,Mobile App,Home & Garden
GM01303,Central Asia,Astana,26,F,Budget,2020-02-06,Online,Food & Grocery
GM01304,MENA,Istanbul,46,M,Budget,2020-02-03,Mobile App,Food & Grocery
GM01305,North America,Chicago,67,M,Standard,2021-03-30,Online,Home & Garden
GM01306,Southeast Asia,Jakarta,31,M,Budget,2021-03-19,In-Store,Electronics
GM01307,North America,Los Angeles,42,F,Premium,2023-06-14,Mobile App,Electronics
GM01308,North America,New York,32,M,Premium,2020-07-30,In-Store,Beauty
GM01309,Europe,Paris,23,M,Standard,2023-03-09,Online,Electronics
GM01310,North America,New York,59,F,Budget,2021-12-02,Online,Fashion
GM01311,Central Asia,Tashkent,46,F,Standard,2021-08-30,In-Store,Beauty
GM01312,Southeast Asia,Manila,32,F,Budget,2022-09-08,Mobile App,Sports
GM01313,MENA,Istanbul,46,F,Standard,2020-12-26,Call Center,Beauty
GM01314,North America,New York,21,M,Standard,2020-10-30,Mobile App,Food & Grocery
GM01315,MENA,Dubai,35,M,Budget,2020-10-22,Mobile App,Food & Grocery
GM01316,North America,Los Angeles,67,M,Premium,2020-05-31,Mobile App,Beauty
GM01317,MENA,Cairo,66,M,Budget,2023-05-31,Mobile App,Home & Garden
GM01318,North America,New York,61,M,Standard,2023-05-04,Online,Electronics
GM01319,Central Asia,Astana,56,M,Standard,2021-08-22,Mobile App,Food & Grocery
GM01320,Central Asia,Bishkek,33,F,Standard,2023-08-15,Online,Food & Grocery
GM01321,Europe,Amsterdam,28,F,Premium,2020-07-29,Mobile App,Fashion
GM01322,Europe,Warsaw,31,M,Standard,2020-08-19,Online,Electronics
GM01323,Southeast Asia,Singapore,20,F,Premium,2022-05-19,Mobile App,Food & Grocery
GM01324,Europe,Amsterdam,68,M,Standard,2021-11-25,Mobile App,Home & Garden
GM01325,Southeast Asia,Bangkok,67,M,Premium,2021-01-01,Call Center,Food & Grocery
GM01326,Europe,Paris,59,F,Standard,2021-04-25,Mobile App,Electronics
GM01327,Europe,Warsaw,55,M,Budget,2021-07-25,Online,Fashion
GM01328,North America,Chicago,62,M,Standard,2023-04-17,In-Store,Electronics
GM01329,North America,Toronto,59,M,Budget,2022-07-18,Online,Home & Garden
GM01330,MENA,Dubai,35,F,Standard,2022-11-05,Online,Fashion
GM01331,North America,Chicago,37,F,Standard,2021-04-10,Online,Electronics
GM01332,North America,New York,65,M,Standard,2023-11-26,Online,Home & Garden
GM01333,Europe,Paris,42,F,Standard,2020-10-20,In-Store,Home & Garden
GM01334,Southeast Asia,Singapore,55,F,Standard,2020-06-19,Mobile App,Beauty
GM01335,Southeast Asia,Bangkok,30,F,Premium,2022-11-21,Mobile App,Food & Grocery
GM01336,North America,New York,21,F,Budget,2020-09-19,Online,Fashion
GM01337,Europe,Berlin,31,M,Budget,2023-05-23,Online,Fashion
GM01338,North America,Chicago,50,M,Standard,2021-07-11,Online,Food & Grocery
GM01339,Central Asia,Bishkek,45,F,Budget,2020-07-07,Online,Electronics
GM01340,Central Asia,Almaty,69,F,Premium,2022-02-24,Online,Beauty
GM01341,Europe,Paris,54,F,Standard,2021-08-05,Online,Fashion
GM01342,MENA,Cairo,25,F,Premium,2022-09-28,In-Store,Home & Garden
GM01343,Southeast Asia,Jakarta,61,F,Budget,2021-08-22,In-Store,Fashion
GM01344,North America,Chicago,51,F,Budget,2022-04-25,In-Store,Beauty
GM01345,North America,Chicago,61,F,Budget,2023-07-08,Online,Food & Grocery
GM01346,MENA,Cairo,22,F,Premium,2023-04-20,Mobile App,Sports
GM01347,Europe,Warsaw,71,F,Standard,2020-12-07,Mobile App,Food & Grocery
GM01348,MENA,Dubai,22,M,Standard,2022-08-11,Online,Home & Garden
GM01349,Southeast Asia,Jakarta,48,M,Premium,2020-01-22,Online,Fashion
GM01350,Central Asia,Astana,62,F,Standard,2023-01-02,Online,Food & Grocery
GM01351,Southeast Asia,Jakarta,26,F,Premium,2020-06-14,Online,Home & Garden
GM01352,North America,New York,59,F,Premium,2020-08-21,In-Store,Electronics
GM01353,MENA,Istanbul,49,F,Standard,2023-10-30,Online,Home & Garden
GM01354,North America,Los Angeles,50,M,Standard,2023-12-27,In-Store,Fashion
GM01355,MENA,Cairo,20,M,Premium,2021-10-02,Online,Electronics
GM01356,Southeast Asia,Bangkok,47,F,Premium,2023-09-19,Mobile App,Electronics
GM01357,Southeast Asia,Jakarta,67,M,Standard,2021-08-29,Online,Electronics
GM01358,MENA,Dubai,29,M,Standard,2021-06-23,In-Store,Sports
GM01359,Europe,Warsaw,46,M,Standard,2022-11-24,Online,Sports
GM01360,North America,Toronto,20,M,Standard,2024-01-07,Online,Electronics
GM01361,Southeast Asia,Jakarta,43,F,Standard,2023-06-08,Mobile App,Food & Grocery
GM01362,Europe,Paris,47,M,Standard,2020-11-13,In-Store,Food & Grocery
GM01363,North America,Chicago,26,F,Budget,2020-12-08,Online,Food & Grocery
GM01364,North America,Toronto,43,M,Standard,2023-12-24,In-Store,Fashion
GM01365,North America,New York,19,F,Premium,2022-09-05,In-Store,Electronics
GM01366,Europe,Paris,20,M,Premium,2021-09-28,In-Store,Food & Grocery
GM01367,North America,Chicago,63,F,Budget,2024-01-29,In-Store,Electronics
GM01368,Southeast Asia,Jakarta,21,F,Premium,2020-03-19,Mobile App,Home & Garden
GM01369,Europe,Berlin,42,M,Premium,2022-06-11,Online,Food & Grocery
GM01370,Europe,Warsaw,68,F,Premium,2021-07-26,Online,Home & Garden
GM01371,Southeast Asia,Singapore,30,F,Standard,2021-03-24,Online,Home & Garden
GM01372,Europe,Amsterdam,56,M,Standard,2020-10-08,Mobile App,Food & Grocery
GM01373,Southeast Asia,Jakarta,61,M,Budget,2021-11-05,Mobile App,Beauty
GM01374,MENA,Dubai,52,F,Budget,2020-02-26,Mobile App,Home & Garden
GM01375,Europe,Paris,40,F,Standard,2020-07-09,Mobile App,Food & Grocery
GM01376,Southeast Asia,Jakarta,26,M,Standard,2021-10-05,Call Center,Home & Garden
GM01377,MENA,Riyadh,19,M,Standard,2024-01-26,In-Store,Fashion
GM01378,MENA,Riyadh,71,F,Premium,2020-02-11,Mobile App,Sports
GM01379,Europe,Paris,58,F,Premium,2023-04-11,Call Center,Sports
GM01380,North America,Chicago,61,F,Premium,2021-11-09,Online,Sports
GM01381,Europe,Berlin,48,M,Premium,2023-06-27,In-Store,Beauty
GM01382,MENA,Riyadh,61,F,Standard,2021-05-16,Mobile App,Electronics
GM01383,Southeast Asia,Bangkok,64,M,Standard,2023-05-01,Mobile App,Home & Garden
GM01384,Europe,Berlin,19,M,Budget,2022-02-28,Mobile App,Fashion
GM01385,North America,New York,49,F,Standard,2022-01-19,Mobile App,Beauty
GM01386,Europe,Paris,35,Other,Budget,2022-01-11,Mobile App,Sports
GM01387,North America,New York,30,M,Standard,2020-06-13,In-Store,Beauty
GM01388,Europe,Warsaw,63,M,Standard,2022-01-24,Online,Fashion
GM01389,Southeast Asia,Singapore,22,F,Standard,2020-03-30,Online,Food & Grocery
GM01390,MENA,Cairo,59,F,Premium,2022-09-13,In-Store,Beauty
GM01391,Europe,Warsaw,61,F,Premium,2022-12-17,In-Store,Sports
GM01392,Central Asia,Almaty,27,F,Budget,2023-07-10,In-Store,Electronics
GM01393,Europe,Warsaw,60,M,Budget,2021-10-09,In-Store,Sports
GM01394,MENA,Istanbul,42,Other,Premium,2022-01-19,Mobile App,Sports
GM01395,Europe,Berlin,51,F,Premium,2022-03-29,Online,Sports
GM01396,North America,Toronto,54,F,Standard,2020-08-30,Mobile App,Beauty
GM01397,MENA,Riyadh,47,F,Premium,2021-10-24,Mobile App,Fashion
GM01398,Europe,Warsaw,24,F,Standard,2022-05-07,In-Store,Sports
GM01399,North America,Toronto,23,M,Premium,2020-08-06,In-Store,Food & Grocery
GM01400,North America,Chicago,71,M,Standard,2020-01-09,Mobile App,Beauty
GM01401,Europe,London,20,F,Standard,2021-03-05,Mobile App,Fashion
GM01402,Europe,Amsterdam,30,M,Standard,2020-01-13,Online,Electronics
GM01403,Central Asia,Tashkent,20,M,Premium,2022-06-25,Online,Sports
GM01404,North America,Toronto,43,F,Standard,2022-08-27,Online,Home & Garden
GM01405,North America,Chicago,41,F,Budget,2023-06-02,Online,Beauty
GM01406,MENA,Cairo,70,M,Standard,2021-11-20,Online,Food & Grocery
GM01407,North America,Chicago,23,F,Budget,2022-12-26,Online,Electronics
GM01408,North America,Toronto,60,F,Budget,2021-11-07,In-Store,Electronics
GM01409,North America,Toronto,66,F,Budget,2020-07-02,Call Center,Electronics
GM01410,Southeast Asia,Jakarta,59,F,Budget,2022-10-01,In-Store,Beauty
GM01411,Europe,Amsterdam,29,M,Standard,2020-07-26,Mobile App,Fashion
GM01412,Central Asia,Almaty,66,M,Budget,2021-06-11,Mobile App,Home & Garden
GM01413,Europe,Paris,53,M,Premium,2023-08-16,Mobile App,Food & Grocery
GM01414,Central Asia,Bishkek,19,F,Standard,2022-03-28,In-Store,Fashion
GM01415,MENA,Istanbul,28,F,Budget,2022-09-29,Online,Sports
GM01416,Southeast Asia,Jakarta,56,F,Budget,2023-06-18,Mobile App,Home & Garden
GM01417,Central Asia,Bishkek,51,F,Budget,2021-03-30,Mobile App,Fashion
GM01418,Europe,Warsaw,43,F,Budget,2022-06-20,In-Store,Sports
GM01419,MENA,Istanbul,35,F,Budget,2020-08-31,Online,Home & Garden
GM01420,Southeast Asia,Bangkok,38,M,Standard,2022-02-09,Mobile App,Beauty
GM01421,Europe,Berlin,53,M,Budget,2020-08-25,Online,Food & Grocery
GM01422,MENA,Riyadh,57,F,Standard,2023-06-23,Online,Food & Grocery
GM01423,Central Asia,Tashkent,69,M,Budget,2020-12-10,Mobile App,Sports
GM01424,Europe,London,63,M,Budget,2020-11-05,In-Store,Fashion
GM01425,Southeast Asia,Manila,61,F,Budget,2023-07-31,In-Store,Home & Garden
GM01426,Southeast Asia,Jakarta,39,M,Standard,2020-02-07,Mobile App,Sports
GM01427,Central Asia,Astana,70,F,Standard,2020-02-01,In-Store,Sports
GM01428,Southeast Asia,Singapore,47,M,Premium,2023-06-20,In-Store,Beauty
GM01429,North America,Los Angeles,67,M,Budget,2020-10-18,Online,Sports
GM01430,Southeast Asia,Singapore,60,M,Standard,2020-10-18,Online,Home & Garden
GM01431,MENA,Riyadh,47,F,Standard,2022-01-27,Mobile App,Electronics
GM01432,MENA,Cairo,25,M,Premium,2023-11-06,In-Store,Home & Garden
GM01433,MENA,Istanbul,51,F,Budget,2021-07-31,Online,Home & Garden
GM01434,North America,Toronto,64,F,Budget,2023-03-07,Online,Beauty
GM01435,Europe,Amsterdam,26,F,Budget,2023-05-08,In-Store,Beauty
GM01436,Central Asia,Astana,68,M,Standard,2023-09-20,In-Store,Food & Grocery
GM01437,Europe,Berlin,37,M,Standard,2021-08-27,In-Store,Food & Grocery
GM01438,North America,Chicago,57,F,Standard,2021-03-22,In-Store,Sports
GM01439,Europe,Paris,42,F,Premium,2023-10-03,Online,Food & Grocery
GM01440,North America,New York,36,Other,Budget,2020-10-04,In-Store,Beauty
GM01441,Southeast Asia,Manila,22,M,Premium,2022-09-20,Mobile App,Sports
GM01442,Central Asia,Astana,28,F,Standard,2021-06-15,Online,Electronics
GM01443,North America,Chicago,32,M,Standard,2023-11-23,In-Store,Fashion
GM01444,MENA,Cairo,25,M,Standard,2023-11-15,In-Store,Beauty
GM01445,Southeast Asia,Bangkok,36,M,Budget,2022-09-10,Mobile App,Beauty
GM01446,Europe,Amsterdam,40,M,Premium,2021-08-24,Online,Electronics
GM01447,North America,New York,44,F,Budget,2021-07-15,Mobile App,Beauty
GM01448,North America,Los Angeles,57,M,Premium,2022-10-30,In-Store,Food & Grocery
GM01449,Southeast Asia,Bangkok,49,F,Premium,2021-08-13,Mobile App,Food & Grocery
GM01450,North America,New York,43,M,Standard,2020-02-28,Online,Food & Grocery
GM01451,MENA,Cairo,44,F,Premium,2023-01-16,Mobile App,Electronics
GM01452,North America,New York,36,M,Budget,2021-04-03,Mobile App,Sports
GM01453,Southeast Asia,Jakarta,67,M,Standard,2020-04-13,Online,Beauty
GM01454,North America,Toronto,59,M,Premium,2022-04-10,Online,Beauty
GM01455,Central Asia,Almaty,46,M,Premium,2022-02-27,In-Store,Food & Grocery
GM01456,Southeast Asia,Singapore,56,F,Standard,2020-04-13,Online,Sports
GM01457,North America,Los Angeles,58,M,Budget,2023-07-01,Mobile App,Beauty
GM01458,North America,Chicago,50,F,Standard,2022-01-11,Online,Home & Garden
GM01459,Europe,Berlin,36,M,Standard,2023-09-20,Online,Electronics
GM01460,North America,Chicago,54,F,Budget,2024-01-26,In-Store,Fashion
GM01461,MENA,Istanbul,36,F,Standard,2020-10-27,Online,Home & Garden
GM01462,North America,New York,50,M,Standard,2021-10-15,Call Center,Fashion
GM01463,Central Asia,Astana,64,M,Standard,2021-07-08,Mobile App,Home & Garden
GM01464,North America,New York,33,M,Standard,2021-09-19,In-Store,Home & Garden
GM01465,Southeast Asia,Jakarta,40,F,Standard,2023-09-26,Mobile App,Home & Garden
GM01466,Central Asia,Almaty,24,M,Standard,2023-01-12,Mobile App,Electronics
GM01467,Southeast Asia,Bangkok,43,F,Budget,2022-07-17,Online,Fashion
GM01468,MENA,Istanbul,49,F,Premium,2023-07-06,Mobile App,Sports
GM01469,Southeast Asia,Singapore,29,F,Budget,2020-12-25,Online,Sports
GM01470,North America,Los Angeles,25,F,Standard,2020-03-27,In-Store,Food & Grocery
GM01471,North America,Toronto,22,F,Standard,2021-03-03,In-Store,Beauty
GM01472,North America,Los Angeles,59,M,Premium,2021-01-01,Mobile App,Electronics
GM01473,Southeast Asia,Singapore,45,F,Standard,2020-12-08,Online,Food & Grocery
GM01474,MENA,Dubai,70,F,Budget,2020-12-12,Online,Food & Grocery
GM01475,Europe,Berlin,22,M,Standard,2020-04-05,In-Store,Electronics
GM01476,North America,Chicago,66,F,Premium,2023-07-02,Online,Electronics
GM01477,North America,Chicago,43,M,Standard,2023-03-05,Mobile App,Home & Garden
GM01478,North America,New York,22,F,Premium,2023-06-25,In-Store,Electronics
GM01479,North America,New York,39,F,Budget,2022-06-02,Online,Sports
GM01480,MENA,Istanbul,32,M,Budget,2021-04-30,Online,Electronics
GM01481,North America,New York,30,F,Premium,2023-11-26,In-Store,Home & Garden
GM01482,Europe,Warsaw,45,M,Budget,2021-08-26,In-Store,Fashion
GM01483,MENA,Riyadh,50,M,Budget,2021-02-15,Online,Food & Grocery
GM01484,Central Asia,Almaty,60,M,Standard,2021-03-23,Online,Electronics
GM01485,Europe,Paris,40,F,Standard,2020-09-03,Online,Food & Grocery
GM01486,Europe,Amsterdam,50,M,Standard,2022-02-08,Online,Fashion
GM01487,MENA,Dubai,60,M,Standard,2021-11-29,In-Store,Beauty
GM01488,North America,Los Angeles,35,F,Standard,2021-02-24,Mobile App,Home & Garden
GM01489,MENA,Riyadh,67,M,Standard,2020-05-03,In-Store,Food & Grocery
GM01490,MENA,Istanbul,70,M,Standard,2023-07-07,Mobile App,Electronics
GM01491,Europe,Berlin,47,M,Premium,2023-04-07,Online,Beauty
GM01492,MENA,Dubai,43,M,Budget,2022-07-29,In-Store,Beauty
GM01493,Europe,Warsaw,33,M,Standard,2022-05-26,In-Store,Fashion
GM01494,Central Asia,Tashkent,30,M,Standard,2023-02-08,In-Store,Food & Grocery
GM01495,North America,New York,56,Other,Budget,2023-08-06,In-Store,Food & Grocery
GM01496,North America,New York,50,F,Standard,2020-01-13,Mobile App,Sports
GM01497,North America,Chicago,43,M,Standard,2023-07-10,In-Store,Sports
GM01498,MENA,Istanbul,65,M,Budget,2022-03-10,Online,Sports
GM01499,MENA,Dubai,18,M,Budget,2022-11-12,In-Store,Food & Grocery
GM01500,Southeast Asia,Manila,66,F,Premium,2022-08-02,Mobile App,Food & Grocery
GM01501,MENA,Cairo,55,M,Standard,2020-07-18,Call Center,Sports
GM01502,MENA,Cairo,19,M,Budget,2023-06-19,In-Store,Home & Garden
GM01503,Central Asia,Astana,66,F,Standard,2023-06-16,In-Store,Electronics
GM01504,Europe,Paris,23,M,Standard,2020-10-29,In-Store,Electronics
GM01505,MENA,Dubai,63,M,Premium,2023-04-03,Mobile App,Home & Garden
GM01506,MENA,Cairo,67,F,Premium,2022-01-07,Call Center,Fashion
GM01507,North America,Toronto,55,F,Standard,2020-06-24,Mobile App,Electronics
GM01508,MENA,Dubai,59,M,Budget,2022-11-18,In-Store,Food & Grocery
GM01509,North America,Los Angeles,41,F,Budget,2021-11-07,Online,Beauty
GM01510,North America,Toronto,35,M,Budget,2021-06-18,Mobile App,Food & Grocery
GM01511,North America,New York,44,F,Standard,2023-08-10,Mobile App,Electronics
GM01512,North America,Los Angeles,58,F,Premium,2021-04-21,Mobile App,Home & Garden
GM01513,Southeast Asia,Jakarta,25,F,Budget,2021-01-17,Online,Fashion
GM01514,Central Asia,Almaty,45,F,Standard,2021-07-09,In-Store,Electronics
GM01515,Europe,Amsterdam,27,F,Standard,2023-08-12,Online,Home & Garden
GM01516,Central Asia,Bishkek,34,F,Budget,2020-11-29,Mobile App,Beauty
GM01517,North America,Toronto,46,F,Standard,2023-06-25,Online,Sports
GM01518,Southeast Asia,Bangkok,23,M,Standard,2023-06-18,In-Store,Beauty
GM01519,Europe,London,31,M,Budget,2023-02-03,Online,Beauty
GM01520,Southeast Asia,Manila,39,F,Budget,2022-06-16,Online,Fashion
GM01521,Central Asia,Astana,71,F,Premium,2022-07-19,In-Store,Electronics
GM01522,Southeast Asia,Jakarta,23,M,Budget,2021-11-15,Online,Sports
GM01523,Europe,Berlin,43,F,Standard,2021-07-14,In-Store,Home & Garden
GM01524,Central Asia,Astana,56,F,Standard,2020-05-02,Mobile App,Sports
GM01525,MENA,Riyadh,29,Other,Budget,2022-11-24,Call Center,Electronics
GM01526,Europe,London,52,F,Budget,2021-09-09,Online,Fashion
GM01527,Europe,Paris,31,M,Standard,2022-09-14,Mobile App,Electronics
GM01528,Europe,Paris,39,M,Standard,2022-04-19,Online,Home & Garden
GM01529,North America,Chicago,68,M,Premium,2021-02-19,Mobile App,Sports
GM01530,MENA,Istanbul,40,M,Standard,2021-12-08,Mobile App,Beauty
GM01531,Europe,Paris,65,F,Premium,2021-09-28,Online,Electronics
GM01532,North America,New York,24,F,Standard,2023-09-12,In-Store,Food & Grocery
GM01533,North America,Toronto,57,F,Premium,2023-08-11,Online,Fashion
GM01534,Europe,Paris,67,F,Standard,2023-12-26,Mobile App,Fashion
GM01535,MENA,Cairo,42,M,Premium,2020-12-12,In-Store,Sports
GM01536,Europe,London,30,M,Budget,2020-02-06,In-Store,Beauty
GM01537,Europe,Paris,38,M,Standard,2021-05-26,In-Store,Home & Garden
GM01538,North America,Los Angeles,58,M,Standard,2022-04-28,Call Center,Beauty
GM01539,Europe,London,27,F,Budget,2021-06-18,Mobile App,Sports
GM01540,MENA,Cairo,70,M,Standard,2022-06-28,In-Store,Beauty
GM01541,North America,Chicago,26,M,Standard,2022-02-11,Mobile App,Sports
GM01542,Central Asia,Bishkek,32,M,Premium,2021-10-25,Mobile App,Beauty
GM01543,North America,Chicago,69,F,Standard,2022-11-07,Mobile App,Electronics
GM01544,Europe,Amsterdam,19,M,Standard,2020-01-27,Online,Fashion
GM01545,Southeast Asia,Jakarta,42,F,Budget,2021-06-19,Online,Sports
GM01546,MENA,Riyadh,30,M,Standard,2022-11-18,Online,Sports
GM01547,North America,Chicago,51,F,Standard,2022-10-04,In-Store,Fashion
GM01548,North America,Chicago,68,M,Standard,2021-10-19,Online,Food & Grocery
GM01549,Central Asia,Tashkent,51,F,Standard,2021-10-01,In-Store,Food & Grocery
GM01550,North America,Los Angeles,52,F,Budget,2023-02-14,In-Store,Home & Garden
GM01551,Southeast Asia,Singapore,55,F,Premium,2023-03-01,In-Store,Sports
GM01552,North America,Chicago,20,F,Standard,2023-08-05,In-Store,Electronics
GM01553,North America,New York,59,M,Premium,2023-06-13,Online,Beauty
GM01554,Southeast Asia,Manila,23,M,Standard,2020-02-11,Mobile App,Electronics
GM01555,Europe,Warsaw,65,M,Budget,2023-03-29,Mobile App,Sports
GM01556,Europe,Berlin,66,F,Standard,2023-02-22,In-Store,Home & Garden
GM01557,North America,Los Angeles,36,M,Budget,2023-07-07,Mobile App,Sports
GM01558,MENA,Cairo,20,M,Standard,2023-07-23,Online,Home & Garden
GM01559,North America,New York,35,F,Budget,2020-07-31,Mobile App,Fashion
GM01560,Southeast Asia,Singapore,56,F,Budget,2024-02-05,Online,Beauty
GM01561,Europe,Paris,26,M,Premium,2022-04-15,In-Store,Electronics
GM01562,Europe,Paris,69,F,Standard,2021-12-02,Online,Home & Garden
GM01563,North America,Los Angeles,29,F,Standard,2023-12-25,In-Store,Electronics
GM01564,Europe,Amsterdam,22,M,Premium,2020-03-20,Online,Fashion
