review_id,customer_id,transaction_id,region,category,rating,review_text,sentiment_label,review_date
REV0000499,GM00128,TXN0001478,Southeast Asia,Home & Garden,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2023-02-02
REV0000500,GM03152,TXN0036934,Europe,Electronics,4,Customer service was incredibly helpful and responsive.,Positive,2023-05-22
REV0000501,GM01439,TXN0016872,Europe,Electronics,3,Decent product. Does what it says. Nothing special.,Neutral,2024-03-06
REV0000502,GM03796,TXN0044264,North America,Food & Grocery,2,Delivery was extremely late and packaging was damaged.,Negative,2022-11-11
REV0000503,GM00830,TXN0009870,MENA,Fashion,4,Customer service was incredibly helpful and responsive.,Positive,2024-05-14
REV0000504,GM04929,TXN0057366,North America,Sports,5,Fast delivery and excellent quality. Will buy again.,Positive,2023-06-06
REV0000505,GM04735,TXN0055001,MENA,Home & Garden,5,Fast delivery and excellent quality. Will buy again.,Positive,2024-01-14
REV0000506,GM00587,TXN0006931,Central Asia,Electronics,1,Not as described. Poor quality material. Returning it.,Negative,2024-05-09
REV0000507,GM01095,TXN0012960,Europe,Home & Garden,5,Perfect experience from browsing to delivery. 5 stars.,Positive,2024-05-31
REV0000508,GM04963,TXN0057850,Europe,Food & Grocery,5,The product quality is outstanding and durable.,Positive,2024-05-22
REV0000509,GM03438,TXN0040194,North America,Sports,5,Super happy with my purchase. Fits perfectly.,Positive,2022-09-05
REV0000510,GM04865,TXN0056625,Europe,Electronics,4,Customer service was incredibly helpful and responsive.,Positive,2022-08-27
REV0000511,GM03928,TXN0045780,North America,Electronics,5,Great value for money. Highly recommend to everyone.,Positive,2023-06-16
REV0000512,GM01764,TXN0020508,MENA,Beauty,5,Super happy with my purchase. Fits perfectly.,Positive,2023-06-24
REV0000513,GM00905,TXN0010802,MENA,Electronics,3,It arrived on time. Product is acceptable.,Neutral,2024-05-09
REV0000514,GM00960,TXN0011360,North America,Fashion,2,Terrible customer service. Waited 3 weeks for a response.,Negative,2023-11-26
REV0000515,GM04062,TXN0047294,Europe,Food & Grocery,5,Super happy with my purchase. Fits perfectly.,Positive,2024-06-01
REV0000516,GM00249,TXN0003086,Southeast Asia,Beauty,5,Super happy with my purchase. Fits perfectly.,Positive,2022-10-11
REV0000517,GM02457,TXN0028848,MENA,Fashion,4,Absolutely love this product! Exceeded my expectations.,Positive,2022-01-11
REV0000518,GM01198,TXN0014105,Southeast Asia,Fashion,5,Super happy with my purchase. Fits perfectly.,Positive,2022-07-28
REV0000519,GM00551,TXN0006527,MENA,Food & Grocery,4,Customer service was incredibly helpful and responsive.,Positive,2022-08-28
REV0000520,GM02610,TXN0030556,Central Asia,Home & Garden,4,The product quality is outstanding and durable.,Positive,2022-10-20
REV0000521,GM03699,TXN0043237,Southeast Asia,Food & Grocery,5,Fast delivery and excellent quality. Will buy again.,Positive,2024-05-31
REV0000522,GM03103,TXN0036380,Southeast Asia,Electronics,4,Fast delivery and excellent quality. Will buy again.,Positive,2022-01-21
REV0000523,GM03113,TXN0036518,North America,Food & Grocery,3,Decent product. Does what it says. Nothing special.,Neutral,2022-03-05
REV0000524,GM00275,TXN0003376,MENA,Electronics,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2024-02-26
REV0000525,GM02752,TXN0032082,North America,Electronics,5,Perfect experience from browsing to delivery. 5 stars.,Positive,2022-07-23
REV0000526,GM04260,TXN0049539,MENA,Fashion,5,The product quality is outstanding and durable.,Positive,2022-09-10
REV0000527,GM04669,TXN0054265,North America,Beauty,4,Super happy with my purchase. Fits perfectly.,Positive,2023-12-23
REV0000528,GM04314,TXN0050090,Southeast Asia,Fashion,5,Customer service was incredibly helpful and responsive.,Positive,2023-08-27
REV0000529,GM04495,TXN0052096,North America,Food & Grocery,5,Absolutely love this product! Exceeded my expectations.,Positive,2023-06-25
REV0000530,GM03070,TXN0036043,North America,Beauty,4,Absolutely love this product! Exceeded my expectations.,Positive,2022-03-13
REV0000531,GM02392,TXN0028111,Europe,Food & Grocery,4,Great value for money. Highly recommend to everyone.,Positive,2022-06-21
REV0000532,GM03719,TXN0043520,MENA,Home & Garden,5,Absolutely love this product! Exceeded my expectations.,Positive,2022-10-16
REV0000533,GM01046,TXN0012355,North America,Electronics,4,The product quality is outstanding and durable.,Positive,2022-09-04
REV0000534,GM00082,TXN0000999,North America,Electronics,5,Super happy with my purchase. Fits perfectly.,Positive,2022-02-20
REV0000535,GM01805,TXN0020970,Europe,Food & Grocery,5,Customer service was incredibly helpful and responsive.,Positive,2022-02-10
REV0000536,GM02105,TXN0024444,North America,Food & Grocery,5,Super happy with my purchase. Fits perfectly.,Positive,2023-03-18
REV0000537,GM01364,TXN0016095,North America,Sports,4,Absolutely love this product! Exceeded my expectations.,Positive,2024-02-23
REV0000538,GM00326,TXN0004040,North America,Home & Garden,2,Not as described. Poor quality material. Returning it.,Negative,2024-03-03
REV0000539,GM02229,TXN0026169,Europe,Beauty,2,Delivery was extremely late and packaging was damaged.,Negative,2023-08-19
REV0000540,GM02984,TXN0035029,North America,Electronics,5,Absolutely love this product! Exceeded my expectations.,Positive,2022-01-13
REV0000541,GM00049,TXN0000645,MENA,Sports,4,Absolutely love this product! Exceeded my expectations.,Positive,2024-02-08
REV0000542,GM03539,TXN0041299,North America,Home & Garden,4,Customer service was incredibly helpful and responsive.,Positive,2024-03-19
REV0000543,GM01957,TXN0022735,North America,Home & Garden,2,Product stopped working after a few days. Very frustrating.,Negative,2022-01-25
REV0000544,GM03921,TXN0045673,Southeast Asia,Fashion,4,The product quality is outstanding and durable.,Positive,2023-02-18
REV0000545,GM01963,TXN0022817,North America,Home & Garden,4,Great value for money. Highly recommend to everyone.,Positive,2023-01-27
REV0000546,GM00755,TXN0009020,Europe,Electronics,2,Very disappointed. The product broke after one week.,Negative,2022-02-27
REV0000547,GM01232,TXN0014493,Europe,Home & Garden,4,Customer service was incredibly helpful and responsive.,Positive,2023-06-05
REV0000548,GM02105,TXN0024440,North America,Fashion,4,Super happy with my purchase. Fits perfectly.,Positive,2022-02-11
REV0000549,GM00498,TXN0005947,Central Asia,Electronics,1,Not as described. Poor quality material. Returning it.,Negative,2023-10-08
REV0000550,GM01948,TXN0022622,Europe,Beauty,3,Average quality. Okay for the price.,Neutral,2023-06-02
REV0000551,GM00531,TXN0006294,North America,Food & Grocery,2,Not as described. Poor quality material. Returning it.,Negative,2022-11-24
REV0000552,GM00931,TXN0011077,Europe,Electronics,4,Fast delivery and excellent quality. Will buy again.,Positive,2022-05-06
REV0000553,GM02760,TXN0032194,Central Asia,Home & Garden,5,Fast delivery and excellent quality. Will buy again.,Positive,2023-07-03
REV0000554,GM01244,TXN0014604,North America,Electronics,3,It arrived on time. Product is acceptable.,Neutral,2023-04-22
REV0000555,GM00962,TXN0011397,North America,Fashion,4,Great value for money. Highly recommend to everyone.,Positive,2023-12-22
REV0000556,GM04360,TXN0050615,Europe,Electronics,3,Works fine. Packaging could be improved.,Neutral,2022-12-22
REV0000557,GM00589,TXN0006955,Europe,Sports,3,It arrived on time. Product is acceptable.,Neutral,2023-01-23
REV0000558,GM02585,TXN0030289,North America,Home & Garden,4,Super happy with my purchase. Fits perfectly.,Positive,2024-02-06
REV0000559,GM02638,TXN0030851,North America,Electronics,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2022-07-22
REV0000560,GM03817,TXN0044450,Europe,Beauty,4,The product quality is outstanding and durable.,Positive,2024-01-18
REV0000561,GM02576,TXN0030187,North America,Beauty,1,Very disappointed. The product broke after one week.,Negative,2022-10-03
REV0000562,GM04400,TXN0051137,Europe,Home & Garden,5,Great value for money. Highly recommend to everyone.,Positive,2022-02-18
REV0000563,GM04015,TXN0046728,North America,Sports,4,Fast delivery and excellent quality. Will buy again.,Positive,2024-01-18
REV0000564,GM01129,TXN0013290,MENA,Home & Garden,5,Fast delivery and excellent quality. Will buy again.,Positive,2023-01-25
REV0000565,GM01930,TXN0022353,Central Asia,Home & Garden,5,Great value for money. Highly recommend to everyone.,Positive,2023-07-30
REV0000566,GM02869,TXN0033563,Europe,Beauty,1,Very disappointed. The product broke after one week.,Negative,2023-03-19
REV0000567,GM00981,TXN0011709,Europe,Beauty,5,Absolutely love this product! Exceeded my expectations.,Positive,2022-02-17
REV0000568,GM04760,TXN0055302,Southeast Asia,Fashion,5,Customer service was incredibly helpful and responsive.,Positive,2023-02-28
REV0000569,GM02914,TXN0034164,Southeast Asia,Electronics,4,Customer service was incredibly helpful and responsive.,Positive,2022-05-14
REV0000570,GM00454,TXN0005513,Southeast Asia,Sports,3,Works fine. Packaging could be improved.,Neutral,2023-11-11
REV0000571,GM02601,TXN0030495,North America,Sports,5,Absolutely love this product! Exceeded my expectations.,Positive,2024-03-10
REV0000572,GM02914,TXN0034171,Southeast Asia,Food & Grocery,4,Fast delivery and excellent quality. Will buy again.,Positive,2022-10-07
REV0000573,GM03516,TXN0041057,Southeast Asia,Electronics,3,Works fine. Packaging could be improved.,Neutral,2022-09-09
REV0000574,GM02182,TXN0025599,Europe,Beauty,2,Not as described. Poor quality material. Returning it.,Negative,2023-04-27
REV0000575,GM01439,TXN0016862,Europe,Sports,4,Customer service was incredibly helpful and responsive.,Positive,2023-02-03
REV0000576,GM01840,TXN0021335,Europe,Fashion,5,Great value for money. Highly recommend to everyone.,Positive,2023-05-04
REV0000577,GM01866,TXN0021580,Southeast Asia,Electronics,4,Great value for money. Highly recommend to everyone.,Positive,2022-06-09
REV0000578,GM01808,TXN0021004,Europe,Fashion,1,Terrible customer service. Waited 3 weeks for a response.,Negative,2022-08-01
REV0000579,GM01901,TXN0021969,North America,Food & Grocery,1,Product stopped working after a few days. Very frustrating.,Negative,2023-11-22
REV0000580,GM03843,TXN0044690,MENA,Food & Grocery,5,Super happy with my purchase. Fits perfectly.,Positive,2024-05-11
REV0000581,GM04260,TXN0049545,MENA,Beauty,4,Great value for money. Highly recommend to everyone.,Positive,2024-02-12
REV0000582,GM01535,TXN0017999,MENA,Electronics,2,Would not recommend. Waste of money.,Negative,2023-11-03
REV0000583,GM01032,TXN0012188,North America,Electronics,4,Fast delivery and excellent quality. Will buy again.,Positive,2022-09-29
REV0000584,GM03581,TXN0041794,MENA,Sports,4,Fast delivery and excellent quality. Will buy again.,Positive,2024-01-29
REV0000585,GM02255,TXN0026494,Southeast Asia,Food & Grocery,4,Absolutely love this product! Exceeded my expectations.,Positive,2024-04-14
REV0000586,GM02352,TXN0027556,Southeast Asia,Sports,5,Great value for money. Highly recommend to everyone.,Positive,2022-04-11
REV0000587,GM04483,TXN0051948,North America,Beauty,5,Customer service was incredibly helpful and responsive.,Positive,2023-12-03
REV0000588,GM04034,TXN0046966,Southeast Asia,Sports,4,Great value for money. Highly recommend to everyone.,Positive,2022-01-14
REV0000589,GM01901,TXN0021965,North America,Home & Garden,4,Customer service was incredibly helpful and responsive.,Positive,2024-01-08
REV0000590,GM01038,TXN0012253,North America,Beauty,3,"Not bad, not great. Expected better for the price.",Neutral,2022-05-02
REV0000591,GM03359,TXN0039281,North America,Sports,4,Absolutely love this product! Exceeded my expectations.,Positive,2023-06-16
REV0000592,GM04977,TXN0058026,Europe,Food & Grocery,5,Fast delivery and excellent quality. Will buy again.,Positive,2023-07-15
REV0000593,GM02575,TXN0030186,Europe,Food & Grocery,4,Absolutely love this product! Exceeded my expectations.,Positive,2023-02-12
REV0000594,GM02555,TXN0029951,Central Asia,Home & Garden,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2024-05-30
REV0000595,GM02962,TXN0034781,Europe,Sports,4,The product quality is outstanding and durable.,Positive,2023-03-24
REV0000596,GM02962,TXN0034782,Europe,Fashion,4,Absolutely love this product! Exceeded my expectations.,Positive,2022-05-10
REV0000597,GM04319,TXN0050144,MENA,Food & Grocery,3,Decent product. Does what it says. Nothing special.,Neutral,2023-07-25
REV0000598,GM00224,TXN0002779,Europe,Food & Grocery,2,Delivery was extremely late and packaging was damaged.,Negative,2024-04-11
REV0000599,GM00550,TXN0006492,North America,Fashion,4,Absolutely love this product! Exceeded my expectations.,Positive,2022-08-18
REV0000600,GM04311,TXN0050072,Europe,Electronics,5,Absolutely love this product! Exceeded my expectations.,Positive,2022-09-10
REV0000601,GM02721,TXN0031777,Southeast Asia,Food & Grocery,3,"Not bad, not great. Expected better for the price.",Neutral,2023-10-28
REV0000602,GM03553,TXN0041486,North America,Sports,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2023-08-25
REV0000603,GM02299,TXN0027039,Central Asia,Sports,5,Fast delivery and excellent quality. Will buy again.,Positive,2023-12-29
REV0000604,GM02806,TXN0032723,Southeast Asia,Electronics,2,Product stopped working after a few days. Very frustrating.,Negative,2022-04-22
REV0000605,GM02488,TXN0029132,Southeast Asia,Electronics,5,Customer service was incredibly helpful and responsive.,Positive,2022-05-31
REV0000606,GM01682,TXN0019536,Southeast Asia,Home & Garden,1,Would not recommend. Waste of money.,Negative,2023-08-31
REV0000607,GM04478,TXN0051904,Europe,Electronics,4,The product quality is outstanding and durable.,Positive,2024-01-28
REV0000608,GM02252,TXN0026458,Southeast Asia,Beauty,3,"Not bad, not great. Expected better for the price.",Neutral,2024-03-19
REV0000609,GM03699,TXN0043218,Southeast Asia,Beauty,4,Customer service was incredibly helpful and responsive.,Positive,2022-06-21
REV0000610,GM02880,TXN0033695,Europe,Fashion,5,Great value for money. Highly recommend to everyone.,Positive,2022-08-20
REV0000611,GM01370,TXN0016177,Europe,Home & Garden,5,Great value for money. Highly recommend to everyone.,Positive,2022-08-26
REV0000612,GM03471,TXN0040535,Central Asia,Electronics,3,It arrived on time. Product is acceptable.,Neutral,2023-03-07
REV0000613,GM00921,TXN0010959,Southeast Asia,Home & Garden,5,Super happy with my purchase. Fits perfectly.,Positive,2022-08-08
REV0000614,GM03569,TXN0041651,North America,Food & Grocery,3,Average quality. Okay for the price.,Neutral,2022-11-20
REV0000615,GM02346,TXN0027488,North America,Food & Grocery,5,The product quality is outstanding and durable.,Positive,2022-05-15
REV0000616,GM01551,TXN0018204,Southeast Asia,Fashion,4,Super happy with my purchase. Fits perfectly.,Positive,2022-06-08
REV0000617,GM04844,TXN0056400,Central Asia,Sports,3,Works fine. Packaging could be improved.,Neutral,2023-07-28
REV0000618,GM01982,TXN0023074,North America,Electronics,4,Absolutely love this product! Exceeded my expectations.,Positive,2023-06-20
REV0000619,GM00769,TXN0009190,Europe,Fashion,2,Delivery was extremely late and packaging was damaged.,Negative,2023-12-10
REV0000620,GM00138,TXN0001585,North America,Food & Grocery,3,Works fine. Packaging could be improved.,Neutral,2024-03-20
REV0000621,GM01697,TXN0019672,Central Asia,Home & Garden,3,Average quality. Okay for the price.,Neutral,2024-03-21
REV0000622,GM04223,TXN0049072,Southeast Asia,Home & Garden,4,Absolutely love this product! Exceeded my expectations.,Positive,2023-07-31
REV0000623,GM02802,TXN0032691,Southeast Asia,Electronics,4,Super happy with my purchase. Fits perfectly.,Positive,2023-06-28
REV0000624,GM02763,TXN0032226,North America,Fashion,5,Super happy with my purchase. Fits perfectly.,Positive,2024-04-06
REV0000625,GM03643,TXN0042529,MENA,Sports,4,The product quality is outstanding and durable.,Positive,2023-09-15
REV0000626,GM03552,TXN0041478,Europe,Sports,5,Perfect experience from browsing to delivery. 5 stars.,Positive,2023-03-19
REV0000627,GM04463,TXN0051739,Southeast Asia,Food & Grocery,4,Absolutely love this product! Exceeded my expectations.,Positive,2022-06-28
REV0000628,GM01780,TXN0020669,North America,Electronics,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2022-02-24
REV0000629,GM00249,TXN0003100,Southeast Asia,Sports,4,Great value for money. Highly recommend to everyone.,Positive,2022-08-23
REV0000630,GM01151,TXN0013505,North America,Sports,2,Product stopped working after a few days. Very frustrating.,Negative,2024-02-06
REV0000631,GM03293,TXN0038475,MENA,Home & Garden,3,"Not bad, not great. Expected better for the price.",Neutral,2024-03-08
REV0000632,GM01206,TXN0014184,North America,Home & Garden,5,Perfect experience from browsing to delivery. 5 stars.,Positive,2022-12-05
REV0000633,GM00808,TXN0009646,Southeast Asia,Home & Garden,5,Fast delivery and excellent quality. Will buy again.,Positive,2023-06-08
REV0000634,GM04354,TXN0050513,Southeast Asia,Sports,4,Fast delivery and excellent quality. Will buy again.,Positive,2022-08-24
REV0000635,GM02739,TXN0031928,Southeast Asia,Fashion,5,Fast delivery and excellent quality. Will buy again.,Positive,2024-05-30
REV0000636,GM00223,TXN0002762,Central Asia,Food & Grocery,5,Super happy with my purchase. Fits perfectly.,Positive,2023-08-03
REV0000637,GM01810,TXN0021036,Central Asia,Sports,1,Would not recommend. Waste of money.,Negative,2024-02-01
REV0000638,GM00219,TXN0002707,North America,Beauty,5,Great value for money. Highly recommend to everyone.,Positive,2023-07-29
REV0000639,GM03016,TXN0035439,Europe,Beauty,3,It arrived on time. Product is acceptable.,Neutral,2024-03-17
REV0000640,GM02568,TXN0030093,Europe,Beauty,5,Perfect experience from browsing to delivery. 5 stars.,Positive,2023-09-06
REV0000641,GM02930,TXN0034358,MENA,Beauty,4,Fast delivery and excellent quality. Will buy again.,Positive,2022-07-29
REV0000642,GM03769,TXN0044032,Europe,Home & Garden,4,The product quality is outstanding and durable.,Positive,2023-05-10
REV0000643,GM04142,TXN0048217,Europe,Beauty,4,The product quality is outstanding and durable.,Positive,2023-10-29
REV0000644,GM02663,TXN0031174,Europe,Sports,4,Great value for money. Highly recommend to everyone.,Positive,2024-01-30
REV0000645,GM04167,TXN0048482,Europe,Electronics,5,Super happy with my purchase. Fits perfectly.,Positive,2024-02-26
REV0000646,GM02774,TXN0032402,MENA,Food & Grocery,5,Super happy with my purchase. Fits perfectly.,Positive,2022-12-21
REV0000647,GM00722,TXN0008619,Europe,Food & Grocery,3,It arrived on time. Product is acceptable.,Neutral,2024-03-27
REV0000648,GM02499,TXN0029304,Southeast Asia,Electronics,3,"Not bad, not great. Expected better for the price.",Neutral,2023-05-24
REV0000649,GM03087,TXN0036210,MENA,Fashion,3,"Not bad, not great. Expected better for the price.",Neutral,2022-05-23
REV0000650,GM03999,TXN0046594,MENA,Food & Grocery,1,Very disappointed. The product broke after one week.,Negative,2024-04-05
REV0000651,GM00998,TXN0011898,Europe,Food & Grocery,5,Absolutely love this product! Exceeded my expectations.,Positive,2023-10-10
REV0000652,GM03921,TXN0045677,Southeast Asia,Fashion,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2022-03-09
REV0000653,GM03238,TXN0037867,Southeast Asia,Home & Garden,4,Absolutely love this product! Exceeded my expectations.,Positive,2024-02-15
REV0000654,GM00248,TXN0003081,Southeast Asia,Beauty,4,Great value for money. Highly recommend to everyone.,Positive,2024-03-18
REV0000655,GM03707,TXN0043343,North America,Fashion,5,Perfect experience from browsing to delivery. 5 stars.,Positive,2022-03-23
REV0000656,GM03501,TXN0040873,Europe,Home & Garden,3,"Not bad, not great. Expected better for the price.",Neutral,2023-10-19
REV0000657,GM02403,TXN0028255,MENA,Sports,5,Super happy with my purchase. Fits perfectly.,Positive,2022-05-04
REV0000658,GM04462,TXN0051714,MENA,Fashion,3,Average quality. Okay for the price.,Neutral,2024-03-14
REV0000659,GM00502,TXN0005978,MENA,Sports,4,Great value for money. Highly recommend to everyone.,Positive,2023-02-12
REV0000660,GM02699,TXN0031573,North America,Fashion,5,Super happy with my purchase. Fits perfectly.,Positive,2024-04-11
REV0000661,GM03438,TXN0040185,North America,Beauty,5,Great value for money. Highly recommend to everyone.,Positive,2022-09-17
REV0000662,GM00576,TXN0006810,Southeast Asia,Fashion,5,Customer service was incredibly helpful and responsive.,Positive,2022-12-13
REV0000663,GM01217,TXN0014340,Central Asia,Sports,5,Customer service was incredibly helpful and responsive.,Positive,2023-06-26
REV0000664,GM03387,TXN0039592,Europe,Electronics,4,Fast delivery and excellent quality. Will buy again.,Positive,2024-05-03
REV0000665,GM00316,TXN0003900,North America,Food & Grocery,5,Customer service was incredibly helpful and responsive.,Positive,2022-07-06
REV0000666,GM01061,TXN0012515,Southeast Asia,Electronics,5,Absolutely love this product! Exceeded my expectations.,Positive,2023-06-18
REV0000667,GM00727,TXN0008669,Europe,Beauty,5,Perfect experience from browsing to delivery. 5 stars.,Positive,2023-11-07
REV0000668,GM01439,TXN0016867,Europe,Home & Garden,3,Decent product. Does what it says. Nothing special.,Neutral,2022-12-22
REV0000669,GM01719,TXN0019923,Southeast Asia,Sports,4,Great value for money. Highly recommend to everyone.,Positive,2023-08-19
REV0000670,GM02411,TXN0028324,North America,Food & Grocery,4,Customer service was incredibly helpful and responsive.,Positive,2024-05-01
REV0000671,GM04496,TXN0052129,North America,Beauty,4,The product quality is outstanding and durable.,Positive,2022-12-11
REV0000672,GM04924,TXN0057306,Southeast Asia,Food & Grocery,5,Absolutely love this product! Exceeded my expectations.,Positive,2023-12-02
REV0000673,GM04977,TXN0058023,Europe,Home & Garden,5,Super happy with my purchase. Fits perfectly.,Positive,2022-06-08
REV0000674,GM04634,TXN0053839,Southeast Asia,Food & Grocery,4,Great value for money. Highly recommend to everyone.,Positive,2022-07-15
REV0000675,GM01638,TXN0019141,Europe,Electronics,1,Would not recommend. Waste of money.,Negative,2022-07-25
REV0000676,GM03849,TXN0044833,North America,Beauty,2,Delivery was extremely late and packaging was damaged.,Negative,2022-04-19
REV0000677,GM03681,TXN0043013,North America,Sports,5,Perfect experience from browsing to delivery. 5 stars.,Positive,2023-04-08
REV0000678,GM01923,TXN0022250,North America,Sports,4,Customer service was incredibly helpful and responsive.,Positive,2022-03-03
REV0000679,GM01963,TXN0022816,North America,Fashion,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2022-05-02
REV0000680,GM03544,TXN0041403,Europe,Fashion,5,Fast delivery and excellent quality. Will buy again.,Positive,2024-06-13
REV0000681,GM03559,TXN0041555,Central Asia,Fashion,3,Works fine. Packaging could be improved.,Neutral,2022-02-21
REV0000682,GM02233,TXN0026255,Southeast Asia,Electronics,4,Fast delivery and excellent quality. Will buy again.,Positive,2024-04-26
REV0000683,GM00307,TXN0003805,MENA,Fashion,5,Customer service was incredibly helpful and responsive.,Positive,2023-09-08
REV0000684,GM03539,TXN0041300,North America,Food & Grocery,2,Terrible customer service. Waited 3 weeks for a response.,Negative,2023-04-06
REV0000685,GM03375,TXN0039446,North America,Sports,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2023-09-21
REV0000686,GM03205,TXN0037524,North America,Electronics,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2022-11-17
REV0000687,GM01902,TXN0021993,Central Asia,Sports,5,Absolutely love this product! Exceeded my expectations.,Positive,2024-05-04
REV0000688,GM03682,TXN0043045,Europe,Electronics,4,Great value for money. Highly recommend to everyone.,Positive,2023-11-22
REV0000689,GM00868,TXN0010312,Europe,Sports,1,Terrible customer service. Waited 3 weeks for a response.,Negative,2022-04-09
REV0000690,GM04988,TXN0058139,North America,Fashion,2,Product stopped working after a few days. Very frustrating.,Negative,2022-11-27
REV0000691,GM00937,TXN0011166,Central Asia,Beauty,5,Customer service was incredibly helpful and responsive.,Positive,2023-08-13
REV0000692,GM03016,TXN0035433,Europe,Fashion,5,Perfect experience from browsing to delivery. 5 stars.,Positive,2023-10-11
REV0000693,GM02042,TXN0023728,North America,Fashion,5,Super happy with my purchase. Fits perfectly.,Positive,2023-05-27
REV0000694,GM04687,TXN0054478,Europe,Electronics,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2022-03-01
REV0000695,GM02756,TXN0032120,Europe,Fashion,2,Would not recommend. Waste of money.,Negative,2022-10-18
REV0000696,GM03333,TXN0038943,Europe,Electronics,5,Super happy with my purchase. Fits perfectly.,Positive,2023-02-07
REV0000697,GM00277,TXN0003426,North America,Sports,5,Great value for money. Highly recommend to everyone.,Positive,2022-12-06
REV0000698,GM02027,TXN0023598,North America,Food & Grocery,5,Customer service was incredibly helpful and responsive.,Positive,2023-05-01
REV0000699,GM01454,TXN0017096,North America,Fashion,2,Product stopped working after a few days. Very frustrating.,Negative,2024-05-06
REV0000700,GM00878,TXN0010461,North America,Beauty,4,Fast delivery and excellent quality. Will buy again.,Positive,2022-11-27
REV0000701,GM01206,TXN0014188,North America,Fashion,3,Average quality. Okay for the price.,Neutral,2024-01-01
REV0000702,GM03628,TXN0042337,Southeast Asia,Food & Grocery,4,The product quality is outstanding and durable.,Positive,2023-08-18
REV0000703,GM02653,TXN0031068,Europe,Food & Grocery,4,The product quality is outstanding and durable.,Positive,2024-05-19
REV0000704,GM01888,TXN0021863,Europe,Beauty,4,Absolutely love this product! Exceeded my expectations.,Positive,2023-04-10
REV0000705,GM02173,TXN0025515,Europe,Electronics,3,Works fine. Packaging could be improved.,Neutral,2023-11-24
REV0000706,GM00326,TXN0004033,North America,Electronics,5,Super happy with my purchase. Fits perfectly.,Positive,2022-12-17
REV0000707,GM03553,TXN0041485,North America,Food & Grocery,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2022-08-02
REV0000708,GM04832,TXN0056283,North America,Sports,5,Absolutely love this product! Exceeded my expectations.,Positive,2023-09-10
REV0000709,GM01325,TXN0015598,Southeast Asia,Sports,4,Customer service was incredibly helpful and responsive.,Positive,2023-09-13
REV0000710,GM04478,TXN0051907,Europe,Sports,4,Customer service was incredibly helpful and responsive.,Positive,2022-02-04
REV0000711,GM03231,TXN0037768,MENA,Beauty,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2022-06-17
REV0000712,GM04989,TXN0058155,North America,Beauty,5,Great value for money. Highly recommend to everyone.,Positive,2022-05-15
REV0000713,GM04338,TXN0050372,Southeast Asia,Sports,4,Customer service was incredibly helpful and responsive.,Positive,2023-09-07
REV0000714,GM02994,TXN0035167,MENA,Electronics,4,Absolutely love this product! Exceeded my expectations.,Positive,2023-11-03
REV0000715,GM04177,TXN0048620,North America,Beauty,3,"Not bad, not great. Expected better for the price.",Neutral,2024-03-04
REV0000716,GM01764,TXN0020514,MENA,Home & Garden,5,Fast delivery and excellent quality. Will buy again.,Positive,2024-04-24
REV0000717,GM00634,TXN0007480,MENA,Electronics,3,It arrived on time. Product is acceptable.,Neutral,2024-04-25
REV0000718,GM04956,TXN0057730,North America,Sports,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2023-03-23
REV0000719,GM03693,TXN0043168,North America,Food & Grocery,5,Absolutely love this product! Exceeded my expectations.,Positive,2022-07-17
REV0000720,GM04233,TXN0049180,Europe,Food & Grocery,5,Customer service was incredibly helpful and responsive.,Positive,2022-02-13
REV0000721,GM03235,TXN0037845,MENA,Fashion,5,Absolutely love this product! Exceeded my expectations.,Positive,2024-06-03
REV0000722,GM00129,TXN0001499,Central Asia,Food & Grocery,4,The product quality is outstanding and durable.,Positive,2023-07-02
REV0000723,GM00799,TXN0009520,North America,Fashion,4,Super happy with my purchase. Fits perfectly.,Positive,2022-01-16
REV0000724,GM01851,TXN0021431,Europe,Sports,3,Works fine. Packaging could be improved.,Neutral,2023-05-06
REV0000725,GM03901,TXN0045475,MENA,Food & Grocery,4,Super happy with my purchase. Fits perfectly.,Positive,2023-02-10
REV0000726,GM00584,TXN0006905,Europe,Electronics,1,Delivery was extremely late and packaging was damaged.,Negative,2024-02-29
REV0000727,GM03858,TXN0044907,North America,Electronics,4,Great value for money. Highly recommend to everyone.,Positive,2022-02-09
REV0000728,GM02250,TXN0026439,Central Asia,Electronics,4,Perfect experience from browsing to delivery. 5 stars.,Positive,2024-03-08
REV0000729,GM04947,TXN0057605,North America,Sports,3,Decent product. Does what it says. Nothing special.,Neutral,2022-11-15
REV0000730,GM03240,TXN0037918,North America,Sports,5,Absolutely love this product! Exceeded my expectations.,Positive,2023-01-12
REV0000731,GM01645,TXN0019194,Central Asia,Sports,5,Fast delivery and excellent quality. Will buy again.,Positive,2024-01-18
